ID,Study,Experiment,Entered.by,Host,Host.type,Parasite,Parasite.type,Study.type,X_gradient,Gradient.category,Trait,Trait.type,Trait.category,Gradient.as.predicted,Statistics,Level_C,Level_X,N_C,N_X,Mean_C,Variation_C,Lwr_C,Upr_C,Mean_X,Variation_X,Lwr_X,Upr_X,Success_C,Success_X,Variation.Type,OR,OR_SE,OR_N,F_X,F_df,Chi2,Chi2_df,Slope,R,R_N,R_df,Slope_SE,Z_X,Z_N,Z_df,Z_SE,Environment,Environmental_stage,Vector_transmitted,Final_host,Require_intermediate_host,Data_source,Comment,DOI
261,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Mean percent survival,Survivorship,Uninfected demographic,yes,,no_insecticide_C,0.3_Carbaryl,4,4,100,0,,,100,0,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
262,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Mean percent survival,Survivorship,Uninfected demographic,yes,,no_insecticide_C,3_Carbaryl,4,4,100,0,,,100,0,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
263,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Mean percent survival,Survivorship,Uninfected demographic,yes,,no_insecticide_C,30_Carbaryl,4,4,100,0,,,17.7,7.39,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
264,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Mean percent survival,Survivorship,Uninfected demographic,yes,,no_insecticide_C,0.3_Thiamethoxam,4,4,100,0,,,100,0,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
265,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Mean percent survival,Survivorship,Uninfected demographic,yes,,no_insecticide_C,3_Thiamethoxam,4,4,100,0,,,67.96,13.16,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
266,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Mean percent survival,Survivorship,Uninfected demographic,yes,,no_insecticide_C,30_Thiamethoxam,4,4,100,0,,,0,0,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
267,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Mean percent survival,Survivorship,Infected demographic,yes,,no_insecticide,0.3_Carbaryl,4,4,90.05,7.08,,,87.88,4.75,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
268,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Mean percent survival,Survivorship,Infected demographic,yes,,no_insecticide,3_Carbaryl,4,4,90.05,7.08,,,77.51,10.47,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
269,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Mean percent survival,Survivorship,Infected demographic,yes,,no_insecticide,30_Carbaryl,4,4,90.05,7.08,,,0,0,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
270,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Mean percent survival,Survivorship,Infected demographic,yes,,no_insecticide,0.3_Thiamethoxam,4,4,90.05,7.08,,,85.55,2.91,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
271,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Mean percent survival,Survivorship,Infected demographic,yes,,no_insecticide,3_Thiamethoxam,4,4,90.05,7.08,,,42.96,6.32,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
272,Pochini and Hoverman. 2017. Environmental Pollution,34,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Mean percent survival,Survivorship,Infected demographic,yes,,no_insecticide,30_Thiamethoxam,4,4,90.05,7.08,,,0,0,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure Appendix 1. ,N= 4 (each with 10 tadpoles),
273,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Time to death,Survivorship,Infected demographic,yes,,no_insecticide_immediately,Carbaryl_immediately,4,4,176.06,2.18,,,162.42,2.76,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2. ,N= 4 (each with 10 tadpoles),
274,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Time to death,Survivorship,Infected demographic,yes,,no_insecticide_2wks,Carbaryl_2wks,4,4,226.29,7.7,,,236.19,6.87,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2. ,N= 4 (each with 10 tadpoles),
275,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Time to death,Survivorship,Infected demographic,yes,,no_insecticide_immediately,Thiamethoxam_immediately,4,4,176.06,2.18,,,168.23,5.08,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2. ,N= 4 (each with 10 tadpoles),
276,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Time to death,Survivorship,Infected demographic,yes,,no_insecticide_2wks,Thiamethoxam_2wks,4,4,226.29,7.7,,,240.03,6.87,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2. ,N= 4 (each with 10 tadpoles),
277,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Log Viral Load,Intensity,Epidemiological,yes,,no_insecticide_immediately,Carbaryl_immediately,12,12,12.17,0.1,,,11.67,0.3,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 3.,load measure at time of death for each individual. N was determined by data of df given from the F statistic of this analysis,
278,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Carbaryl,Toxin,Log Viral Load,Intensity,Epidemiological,yes,,no_insecticide_2wks,Carbaryl_2wks,12,12,12.52,0.1,,,12,0.22,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 3.,load measure at time of death for each individual. N was determined by data of df given from the F statistic of this analysis,
279,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Log Viral Load,Intensity,Epidemiological,yes,,no_insecticide_immediately,Thiamethoxam_immediately,12,12,12.17,0.1,,,12.07,0.22,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 3.,load measure at time of death for each individual. N was determined by data of df given from the F statistic of this analysis,
280,Pochini and Hoverman. 2017. Environmental Pollution,35,AVS,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Thiamethoxam,Toxin,Log Viral Load,Intensity,Epidemiological,yes,,no_insecticide_2wks,Thiamethoxam_2wks,12,12,12.52,0.1,,,12.27,0.22,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 3.,load measure at time of death for each individual. N was determined by data of df given from the F statistic of this analysis,
724,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,log10 RanaViruscopies,Intensity,Epidemiological,yes,Comparison ,200_uScm-1_low_exposure,1500_uScm-1_low_exposure,19,20,2.59,1.71,,,2.19,1.28,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,"Mean, SD and N obtained from raw data on Dryad",
725,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,log10 RanaViruscopies,Intensity,Epidemiological,yes,Comparison ,200_uScm-1_low_exposure,3000_uScm-1_low_exposure,19,20,2.59,1.71,,,2.54,1.78,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,"Mean, SD and N obtained from raw data on Dryad",
726,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,log10 RanaViruscopies,Intensity,Epidemiological,yes,Comparison ,200_uScm-1_medium_exposure,1500_uScm-1_medium_exposure,19,20,2.84,2.41,,,3.25,2,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,"Mean, SD and N obtained from raw data on Dryad",
727,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,log10 RanaViruscopies,Intensity,Epidemiological,yes,Comparison ,200_uScm-1_medium_exposure,3000_uScm-1_medium_exposure,19,19,2.84,2.41,,,5.07,2.82,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,"Mean, SD and N obtained from raw data on Dryad",
728,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,log10 RanaViruscopies,Intensity,Epidemiological,yes,Comparison ,200_uScm-1_high_exposure,1500_uScm-1_high_exposure,19,19,6.12,2.62,,,6.08,2.67,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,"Mean, SD and N obtained from raw data on Dryad",
729,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,log10 RanaViruscopies,Intensity,Epidemiological,yes,Comparison ,200_uScm-1_high_exposure,3000_uScm-1_high_exposure,19,19,6.12,2.62,,,6.84,2.4,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,"Mean, SD and N obtained from raw data on Dryad",
730,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Uninfected demographic,yes,Contingency table,200_uScm-1,1500_uScm-1,16,16,,,,,,,,,0,2,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
731,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Uninfected demographic,yes,Contingency table,200_uScm-1,3000_uScm-1,16,15,,,,,,,,,0,3,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
732,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,200_uScm-1_low_exposure,1500_uScm-1_low_exposure,20,20,,,,,,,,,2,3,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
733,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,200_uScm-1_low_exposure,3000_uScm-1_low_exposure,20,20,,,,,,,,,2,4,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
734,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,200_uScm-1_medium_exposure,1500_uScm-1_medium_exposure,20,20,,,,,,,,,6,8,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
735,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,200_uScm-1_medium_exposure,3000_uScm-1_medium_exposure,20,20,,,,,,,,,6,12,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
736,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,200_uScm-1_high_exposure,1500_uScm-1_high_exposure,20,19,,,,,,,,,14,15,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
737,Hall et al. 2020. Proceedings of the Royal Society B,86,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Experimental,Salinity,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,200_uScm-1_high_exposure,3000_uScm-1_high_exposure,20,20,,,,,,,,,14,17,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Raw data file,Success and N obtained from raw data on Dryad,
738,Hall et al. 2020. Proceedings of the Royal Society B,87,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Observational,Salinity,Environment,days to death,Survivorship,Infected demographic,yes,Mixed effect Cox regression,,,,,,,,,,,,,,,Z_reg,,,,,,,,-4.239,,11,,1.943,-1.94,11,,,Aquatic,,,Yes,No,Results section b p1,Check if effects can be converted to g and var g,
739,Hall et al. 2020. Proceedings of the Royal Society B,87,BW,Lithobates sylvaticus,Amphibian,Ranavirus,Virus,Observational,Salinity,Environment,log10 RanaViruscopies,Intensity,Epidemiological,yes,Mixed effect linear model,,,,,,,,,,,,,,,t,,,,,,,,4.596,,96,,1.911,2.405,,9.759,,Aquatic,,,Yes,No,Results section b p1,"Mixed model with 3-11 individuals per population, hence df doesn't match N. Check if effect sizes can be converted",
905,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,yes,,22C,28C,4,4,,,,,,,,,4,2,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 1,,
906,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_tongue,28C_tongue,4,4,1250000000,,619000,33700000000,5940000,,358000,11500000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
907,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_muscle,28C_muscle,4,4,37000000000,,17600000000,239000000000,364000000,,74000000,653000000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
908,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_lung,28C_lung,4,4,6290000000,,3270000000,23200000000,5010000000,,261000000,9760000000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
909,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_heart,28C_heart,4,4,29200000000,,18900000000,37200000000,1270000000,,7050000,2540000000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
910,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_liver,28C_liver,4,4,2150000000,,1320000000,2850000000,17000000,,1870000,32100000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
911,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_spleen,28C_spleen,4,4,22300000000,,6430000000,177000000000,54400000,,152000000,936000000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
912,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_ovary,28C_ovary,4,4,8930000000,,452000000,13100000000,9060000,,0,18100000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
913,Allender et al. 2013 JCompPath,114,MK/CJ,Trachemys scripta elegans,Reptile,Ranavirus,Virus,Experimental,Temperature,Environment,Median Viral Copies,Intensity,Epidemiological,yes,,22C_kidney,28C_kidney,4,4,34600000000,,1770000000,56900000000,254000000,,24300000,484000000,,,Median_Min_Max,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Table 5,,
1185,Reeve et al. 2013. Ecohealth,143,AVS,Rana sylvatica,Amphibian,Ranavirus,Virus,Experimental,Low food,Resource,Proportion mortality,Survivorship,Infected demographic,yes,,Control,low_food,3,3,0.50,0.06,,,0.64,0.07,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2,Excluded mesocosm experiment due to lack of epidemiological trait/ 3 replicates per treatment,
1186,Reeve et al. 2013. Ecohealth,143,AVS,Rana sylvatica,Amphibian,Ranavirus,Virus,Experimental,High density,Ecological,Proportion mortality,Survivorship,Infected demographic,yes,,Control,high_density,3,3,0.50,0.06,,,0.35,0.05,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2,Excluded mesocosm experiment due to lack of epidemiological trait/ 3 replicates per treatment,
1187,Reeve et al. 2013. Ecohealth,143,AVS,Rana sylvatica,Amphibian,Ranavirus,Virus,Experimental,Predator cue,Ecological,Proportion mortality,Survivorship,Infected demographic,yes,,Control,predator_cue,3,3,0.50,0.06,,,0.61,0.03,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2,Excluded mesocosm experiment due to lack of epidemiological trait/ 3 replicates per treatment,
1188,Reeve et al. 2013. Ecohealth,143,AVS,Rana sylvatica,Amphibian,Ranavirus,Virus,Experimental,Low food,Resource,Proportion infected,Prevalence,Epidemiological,yes,,Control,low_food,3,3,0.91,0.04,,,0.90,0.05,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2,Excluded mesocosm experiment due to lack of epidemiological trait/ 3 replicates per treatment,
1189,Reeve et al. 2013. Ecohealth,143,AVS,Rana sylvatica,Amphibian,Ranavirus,Virus,Experimental,High density,Ecological,Proportion infected,Prevalence,Epidemiological,yes,,Control,high_density,3,3,0.91,0.04,,,1.00,0.00,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2,Excluded mesocosm experiment due to lack of epidemiological trait/ 3 replicates per treatment,
1190,Reeve et al. 2013. Ecohealth,143,AVS,Rana sylvatica,Amphibian,Ranavirus,Virus,Experimental,Predator cue,Ecological,Proportion infected,Prevalence,Epidemiological,yes,,Control,predator_cue,3,3,0.91,0.04,,,0.96,0.04,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 2,Excluded mesocosm experiment due to lack of epidemiological trait/ 3 replicates per treatment,
79,Purcell et al. 2016 J Fish Diseases,17,BW,Oncorhynchus tshawytscha,Fish,Renibacterium salmoninarum,Bacteria,Experimental,Temperature,Environment,Parasite load (log 10 copies per gram),Intensity,Epidemiological,no,Comparison,Normal_12C,Low_8C,10,11,2.83522,0.3072,,,3.340813,0.2944,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Digitized from Figure 1a,"Gradient not as predicted because authors compare cool and warm temperatures against a ""common intermediate temperature"" to which hosts were previously acclimated. Parasite load digitized at 112 dpi, survival was recorded at 120 dpi.",
80,Purcell et al. 2016 J Fish Diseases,17,BW,Oncorhynchus tshawytscha,Fish,Renibacterium salmoninarum,Bacteria,Experimental,Temperature,Environment,Parasite load (log 10 copies per gram),Intensity,Epidemiological,no,Comparison,Normal_12C,High_15C,10,6,2.83522,0.3072,,,2.208013,0.1472067,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Digitized from Figure 1a,"Gradient not as predicted because authors compare cool and warm temperatures against a ""common intermediate temperature"" to which hosts were previously acclimated. Parasite load digitized at 112 dpi, survival was recorded at 120 dpi.",
81,Purcell et al. 2016 J Fish Diseases,17,BW,Oncorhynchus tshawytscha,Fish,Renibacterium salmoninarum,Bacteria,Experimental,Temperature,Environment,Infection prevalence,Prevalence,Epidemiological,no,Contingency table,Normal_12C,Low_8C,16,16,,,,,,,,,10,11,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 1a,"Gradient not as predicted because authors compare cool and warm temperatures against a ""common intermediate temperature"" to which hosts were previously acclimated.",
82,Purcell et al. 2016 J Fish Diseases,17,BW,Oncorhynchus tshawytscha,Fish,Renibacterium salmoninarum,Bacteria,Experimental,Temperature,Environment,Infection prevalence,Prevalence,Epidemiological,no,Contingency table,Normal_12C,High_15C,16,16,,,,,,,,,6,11,OR,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Figure 1a,"Gradient not as predicted because authors compare cool and warm temperatures against a ""common intermediate temperature"" to which hosts were previously acclimated.",
83,Purcell et al. 2016 J Fish Diseases,17,BW,Oncorhynchus tshawytscha,Fish,Renibacterium salmoninarum,Bacteria,Experimental,Temperature,Environment,Survival,Survivorship,Infected demographic,no,Comparison,Normal_12C,Low_8C,2,2,78.89258,8.54454,,,60.95752,8.67825,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Digitized from Figure 2a,"Gradient not as predicted because authors compare cool and warm temperatures against a ""common intermediate temperature"" to which hosts were previously acclimated. Error type not explicit in figure legend, SD used in Fig 1 and assumed here",
84,Purcell et al. 2016 J Fish Diseases,17,BW,Oncorhynchus tshawytscha,Fish,Renibacterium salmoninarum,Bacteria,Experimental,Temperature,Environment,Survival,Survivorship,Infected demographic,no,Comparison,Normal_12C,High_15C,2,2,78.89258,8.54454,,,75.99942,14.552765,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,,,Yes,No,Digitized from Figure 2a,"Gradient not as predicted because authors compare cool and warm temperatures against a ""common intermediate temperature"" to which hosts were previously acclimated. Error type not explicit in figure legend, SD used in Fig 1 and assumed here",
392,Paull et al. 2015. Functional Ecology,49,AVS,Helisoma trivolvis,Mollusc,Ribeiroia ondatrae,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Infected demographic,yes,Contingency table,16C,22C,60,60,,,,,,,,,52,49,OR,,,,,,,,,,,,,,,,,Aquatic,,,,Yes,Figure S3a,"The study test temperature shifts (both low and high), but I only extrated the data for the acclimation period. They test a range of temperatures from data from the field, I selected 22C as the control, since it is the mean of the range.",
393,Paull et al. 2015. Functional Ecology,49,AVS,Helisoma trivolvis,Mollusc,Ribeiroia ondatrae,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Infected demographic,yes,Contingency table,16C,19C,60,60,,,,,,,,,52,49,OR,,,,,,,,,,,,,,,,,Aquatic,,,,Yes,Figure S3a,"The study test temperature shifts (both low and high), but I only extrated the data for the acclimation period. They test a range of temperatures from data from the field, I selected 22C as the control, since it is the mean of the range.",
394,Paull et al. 2015. Functional Ecology,49,AVS,Helisoma trivolvis,Mollusc,Ribeiroia ondatrae,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Infected demographic,yes,Contingency table,16C,25C,60,60,,,,,,,,,52,47,OR,,,,,,,,,,,,,,,,,Aquatic,,,,Yes,Figure S3a,"The study test temperature shifts (both low and high), but I only extrated the data for the acclimation period. They test a range of temperatures from data from the field, I selected 22C as the control, since it is the mean of the range.",
395,Paull et al. 2015. Functional Ecology,49,AVS,Helisoma trivolvis,Mollusc,Ribeiroia ondatrae,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Uninfected demographic,yes,Contingency table,16C,22C,20,20,,,,,,,,,20,20,OR,,,,,,,,,,,,,,,,,Aquatic,,,,Yes,Figure S3a,"The study test temperature shifts (both low and high), but I only extrated the data for the acclimation period. They test a range of temperatures from data from the field, I selected 22C as the control, since it is the mean of the range.",
396,Paull et al. 2015. Functional Ecology,49,AVS,Helisoma trivolvis,Mollusc,Ribeiroia ondatrae,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Uninfected demographic,yes,Contingency table,16C,19C,20,20,,,,,,,,,20,20,OR,,,,,,,,,,,,,,,,,Aquatic,,,,Yes,Figure S3a,"The study test temperature shifts (both low and high), but I only extrated the data for the acclimation period. They test a range of temperatures from data from the field, I selected 22C as the control, since it is the mean of the range.",
397,Paull et al. 2015. Functional Ecology,49,AVS,Helisoma trivolvis,Mollusc,Ribeiroia ondatrae,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Uninfected demographic,yes,Contingency table,16C,25C,20,20,,,,,,,,,20,20,OR,,,,,,,,,,,,,,,,,Aquatic,,,,Yes,Figure S3a,"The study test temperature shifts (both low and high), but I only extrated the data for the acclimation period. They test a range of temperatures from data from the field, I selected 22C as the control, since it is the mean of the range.",
398,Paull et al. 2015. Functional Ecology,49,AVS,Helisoma trivolvis,Mollusc,Ribeiroia ondatrae,Helminth,Experimental,Temperature,Environment,Cercaria shedding,Intensity,Epidemiological,yes,Contingency table,16C,22C,12,12,6.5583634,2.2429796,,,28.287527,13.831308,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,,,,Yes,Figure S3a,"The study test temperature shifts (both low and high), but I only extrated the data for the acclimation period. They test a range of temperatures from data from the field, I selected 22C as the control, since it is the mean of the range.",
